ALL,params.sys.analog.filt.w0_i_ph,2.39e+03
ALL,params.sys.analog.filt.w0_v_ph,2.39e+03
ALL,params.sys.analog.filt.w0_v_dc,0.1
ALL,params.sys.analog.filt.w0_temp_ps,1
ALL,params.sys.analog.filt.w0_pot,0.2
ALL,,
ALL,params.sys.analog.shunt.type,0
ALL,params.sys.analog.shunt.res,0.01
ALL,params.sys.analog.shunt.opamp_gain,2
ALL,,
ALL,params.sys.analog.shunt.hyb_mod.adc_t_min,3e-06
ALL,params.sys.analog.shunt.hyb_mod.ki,0.5
ALL,params.sys.analog.shunt.hyb_mod.adc_d_min,9
ALL,,
ALL,params.sys.rate_lim.w_cmd.elec,66.7
RFO_TBC,params.sys.rate_lim.i_cmd,1.08e+03
SFO,,
ALL,,
ALL,params.sys.faults.oc_thresh,120
ALL,params.sys.faults.vdc_time,0.3
ALL,params.sys.faults.temp_ps_thresh,90
ALL,params.sys.faults.short_method,2
ALL,params.sys.faults.max_clr_tries,4
ALL,params.sys.faults.watchdog_time,1000
ALL,params.sys.faults.vdc_thresh.min,16.8
ALL,params.sys.faults.vdc_thresh.max,31.2
ALL,params.sys.faults.w_thresh.elec,800
ALL,params.sys.faults.cmd_clr_thresh,2.5
ALL,,
ALL,params.sys.cmd.source,0
ALL,params.sys.cmd.w_max.mech,66.7
RFO_TBC,params.sys.cmd.i_max,1.75
SFO,,
ALL,,
SFO_RFO,,
TBC,params.sys.fb.mode,1
ALL,,
ALL,params.sys.fb.hall.w0_w,100
ALL,params.sys.fb.hall.w0_th.min,1
ALL,params.sys.fb.hall.w0_th.max,100
ALL,params.sys.fb.hall.tau_ratio,0.8
ALL,params.sys.fb.hall.w_thresh.elec,6.67
ALL,params.sys.fb.hall.th_r_offset.elec,0
ALL,params.sys.fb.hall.deb_time,1e-06
ALL,params.sys.fb.hall.block_comm_offset_comp,0
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
SFO_RFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
SFO_RFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
SFO_RFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
ALL,params.mech.inertia,1.1e-05
ALL,params.mech.viscous,1.2e-05
ALL,params.mech.friction,0.0061
RFO_TBC,params.filt.acc_w0,1
SFO,,
ALL,params.filt.trq_w0,1
ALL,,
RFO_TBC,params.filt.spd_ar_en,1
SFO,,
RFO_TBC,params.filt.spd_ar_wp[0],100
SFO,,
RFO_TBC,params.filt.spd_ar_wp[1],100
SFO,,
RFO_TBC,params.filt.spd_ar_wz[0],4e+03
SFO,,
RFO_TBC,params.filt.spd_ar_wz[1],4e+03
SFO,,
RFO,,
SFO,,
TBC,params.ctrl.mode,2
ALL,,
RFO,,
SFO,,
TBC,params.ctrl.speed.bw,5
RFO,,
SFO,,
TBC,params.ctrl.speed.ol_cl_tr_coeff,40
RFO,,
RFO,,
TBC,params.ctrl.speed.kp,0.00255
TBC,params.ctrl.speed.ki,0.0278
SFO,,
SFO,,
ALL,,
RFO,,
RFO,,
RFO,,
TBC,params.ctrl.speed.ff_k_inertia,8.1e-05
TBC,params.ctrl.speed.ff_k_viscous,8.84e-05
TBC,params.ctrl.speed.ff_k_friction,0.18
SFO,,
SFO,,
SFO,,
RFO_TBC,,
TBC,params.ctrl.curr.bypass,0
TBC,params.ctrl.curr.k_bypass,0.283
RFO,,
TBC,params.ctrl.curr.bw,600
RFO,,
TBC,params.ctrl.curr.ff_coef,100
RFO,,
TBC,params.ctrl.curr.i_cmd_thresh,0.525
RFO,,
TBC,params.ctrl.curr.i_cmd_hyst,0.42
RFO,,
RFO,,
RFO,,
RFO,,
RFO,,
RFO,,
TBC,params.ctrl.curr.kp,1.6
TBC,params.ctrl.curr.ki,1.07e+03
TBC,params.ctrl.curr.v_max,12
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
ALL,,
ALL,params.ctrl.volt.w_thresh.elec,13.3
ALL,params.ctrl.volt.w_hyst.elec,6.67
ALL,params.ctrl.volt.v_min,0.14
ALL,params.ctrl.volt.v_to_f_ratio,0.0087
ALL,params.ctrl.volt.mod_method,0
ALL,,
ALL,params.ctrl.volt.five_seg.en,0
ALL,params.ctrl.volt.five_seg.active_mi,10
ALL,params.ctrl.volt.five_seg.inactive_mi,5
ALL,params.ctrl.volt.five_seg.w0_filt,15
SFO_RFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
RFO,,
SFO,,
SFO_RFO,,
SFO_RFO,,
SFO_RFO,,
SFO_RFO,,
SFO_RFO,,
SFO_RFO,,
SFO_RFO,,
SFO_RFO,,
SFO_RFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
SFO_RFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
RFO,,
SFO,,
TBC,,
TBC,params.ctrl.tbc.mode,0
TBC,params.ctrl.tbc.trap.ramp_cnt,5
TBC,params.ctrl.tbc.trap.ramp_main_bw_ratio,80
TBC,params.ctrl.tbc.trap.ramp_ff_coef,4
TBC,params.ctrl.tbc.trap.main_ff_coef,1
TBC,params.ctrl.tbc.trap.ramp_kp,1.28
TBC,params.ctrl.tbc.trap.ramp_ki,853
TBC,params.ctrl.tbc.trap.ramp_cnt_inv,0.2
