time,	T,	w,	th
0.807,	20.5333,	-6.32425,	-0.649294
0.808,	20.5999,	-6.36538,	-0.655639
0.809,	20.6666,	-6.40665,	-0.662025
0.81,	20.7333,	-6.44805,	-0.668452
0.811,	20.7999,	-6.48958,	-0.674921
0.812,	20.8666,	-6.53125,	-0.681431
0.813,	20.9333,	-6.57305,	-0.687983
0.814,	20.9999,	-6.61498,	-0.694577
0.815,	21.0666,	-6.65705,	-0.701213
0.816,	21.1333,	-6.69925,	-0.707892
0.817,	21.1999,	-6.74158,	-0.714612
0.818,	21.2666,	-6.78405,	-0.721375
0.819,	21.3333,	-6.82665,	-0.72818
0.82,	21.3999,	-6.86938,	-0.735028
0.821,	21.4666,	-6.91225,	-0.741919
0.822,	21.5333,	-6.95525,	-0.748853
0.823,	21.5999,	-6.99838,	-0.75583
0.824,	21.6666,	-7.04165,	-0.76285
0.825,	21.7332,	-7.08505,	-0.769913
0.826,	21.7999,	-7.12858,	-0.77702
0.827,	21.8666,	-7.17225,	-0.78417
0.828,	21.9332,	-7.21605,	-0.791364
0.829,	21.9999,	-7.25998,	-0.798602
0.83,	22.0666,	-7.30405,	-0.805884
0.831,	22.1332,	-7.34825,	-0.813211
0.832,	22.1999,	-7.39258,	-0.820581
0.833,	22.2666,	-7.43705,	-0.827996
0.834,	22.3332,	-7.48165,	-0.835455
0.835,	22.3999,	-7.52638,	-0.842959
0.836,	22.4666,	-7.57125,	-0.850508
0.837,	22.5332,	-7.61625,	-0.858102
0.838,	22.5999,	-7.66138,	-0.86574
0.839,	22.6666,	-7.70665,	-0.873424
0.84,	22.7332,	-7.75204,	-0.881154
0.841,	22.7999,	-7.79758,	-0.888929
0.842,	22.8666,	-7.84324,	-0.896749
0.843,	22.9332,	-7.88904,	-0.904615
0.844,	22.9999,	-7.93498,	-0.912527
0.845,	23.0666,	-7.98104,	-0.920485
0.846,	23.1332,	-8.02724,	-0.928489
0.847,	23.1999,	-8.07358,	-0.93654
0.848,	23.2666,	-8.12004,	-0.944637
0.849,	23.3332,	-8.16664,	-0.95278
0.85,	23.3999,	-8.21338,	-0.96097
0.851,	23.4666,	-8.26024,	-0.969207
0.852,	23.5332,	-8.30724,	-0.977491
0.853,	23.5999,	-8.35438,	-0.985821
0.854,	23.6666,	-8.40164,	-0.994199
0.855,	23.7332,	-8.44904,	-1.00262
0.856,	23.7999,	-8.49657,	-1.0111
0.857,	23.8666,	-8.54424,	-1.01962
0.858,	23.9332,	-8.59204,	-1.02819
0.859,	23.9999,	-8.63997,	-1.0368
0.86,	24.0666,	-8.68804,	-1.04547
0.861,	24.1332,	-8.73624,	-1.05418
0.862,	24.1999,	-8.78457,	-1.06294
0.863,	24.2666,	-8.83304,	-1.07175
0.864,	24.3332,	-8.88164,	-1.0806
0.865,	24.3999,	-8.93037,	-1.08951
0.866,	24.4666,	-8.97924,	-1.09847
0.867,	24.5332,	-9.02824,	-1.10747
0.868,	24.5999,	-9.07737,	-1.11652
0.869,	24.6666,	-9.12664,	-1.12562
0.87,	24.7332,	-9.17604,	-1.13478
0.871,	24.7999,	-9.22557,	-1.14398
0.872,	24.8666,	-9.27524,	-1.15323
0.873,	24.9332,	-9.32504,	-1.16253
0.874,	24.9999,	-9.37497,	-1.17188
0.875,	25.0666,	-9.42504,	-1.18128
0.876,	25.1332,	-9.47524,	-1.19073
0.877,	25.1999,	-9.52557,	-1.20023
0.878,	25.2666,	-9.57604,	-1.20978
0.879,	25.3332,	-9.62664,	-1.21938
0.88,	25.3999,	-9.67737,	-1.22903
0.881,	25.4666,	-9.72824,	-1.23873
0.882,	25.5332,	-9.77924,	-1.24849
0.883,	25.5999,	-9.83037,	-1.25829
0.884,	25.6666,	-9.88164,	-1.26815
0.885,	25.7332,	-9.93304,	-1.27806
0.886,	25.7999,	-9.98457,	-1.28802
0.887,	25.8666,	-10.0362,	-1.29803
0.888,	25.9332,	-10.088,	-1.30809
0.889,	25.9999,	-10.14,	-1.3182
0.89,	26.0666,	-10.192,	-1.32837
0.891,	26.1333,	-10.2442,	-1.33859
0.892,	26.1999,	-10.2966,	-1.34886
0.893,	26.2666,	-10.349,	-1.35918
0.894,	26.3333,	-10.4016,	-1.36955
0.895,	26.3999,	-10.4544,	-1.37998
0.896,	26.4666,	-10.5072,	-1.39046
0.897,	26.5333,	-10.5602,	-1.401
0.898,	26.5999,	-10.6134,	-1.41158
0.899,	26.6666,	-10.6666,	-1.42222
0.9,	26.7333,	-10.72,	-1.43292
0.901,	26.7999,	-10.7736,	-1.44366
0.902,	26.8666,	-10.8272,	-1.45446
0.903,	26.9333,	-10.881,	-1.46532
0.904,	26.9999,	-10.935,	-1.47623
0.905,	27.0666,	-10.989,	-1.48719
0.906,	27.1333,	-11.0432,	-1.4982
0.907,	27.1999,	-11.0976,	-1.50927
0.908,	27.2666,	-11.152,	-1.5204
0.909,	27.3333,	-11.2066,	-1.53158
0.91,	27.3999,	-11.2614,	-1.54281
0.911,	27.4666,	-11.3162,	-1.5541
0.912,	27.5333,	-11.3712,	-1.56545
0.913,	27.5999,	-11.4264,	-1.57684
0.914,	27.6666,	-11.4816,	-1.5883
0.915,	27.7333,	-11.537,	-1.59981
0.916,	27.7999,	-11.5926,	-1.61137
0.917,	27.8666,	-11.6482,	-1.62299
0.918,	27.9333,	-11.704,	-1.63467
0.919,	28,	-11.76,	-1.6464
0.92,	28.0666,	-11.816,	-1.65819
0.921,	28.1333,	-11.8722,	-1.67003
0.922,	28.2,	-11.9286,	-1.68193
0.923,	28.2666,	-11.985,	-1.69389
0.924,	28.3333,	-12.0416,	-1.7059
0.925,	28.4,	-12.0984,	-1.71797
0.926,	28.4666,	-12.1552,	-1.7301
0.927,	28.5333,	-12.2122,	-1.74228
0.928,	28.6,	-12.2694,	-1.75452
0.929,	28.6666,	-12.3266,	-1.76682
0.93,	28.7333,	-12.384,	-1.77918
0.931,	28.8,	-12.4416,	-1.79159
0.932,	28.8666,	-12.4992,	-1.80406
0.933,	28.9333,	-12.557,	-1.81659
0.934,	29,	-12.615,	-1.82918
0.935,	29.0666,	-12.673,	-1.84182
0.936,	29.1333,	-12.7312,	-1.85452
0.937,	29.2,	-12.7896,	-1.86728
0.938,	29.2666,	-12.848,	-1.8801
0.939,	29.3333,	-12.9066,	-1.89298
0.94,	29.4,	-12.9654,	-1.90591
0.941,	29.4666,	-13.0242,	-1.91891
0.942,	29.5333,	-13.0832,	-1.93196
0.943,	29.6,	-13.1424,	-1.94508
0.944,	29.6666,	-13.2016,	-1.95825
0.945,	29.7333,	-13.261,	-1.97148
0.946,	29.8,	-13.3206,	-1.98477
0.947,	29.8666,	-13.3802,	-1.99812
0.948,	29.9333,	-13.44,	-2.01153
0.949,	30,	-13.5,	-2.025
0.95,	30.0667,	-13.56,	-2.03853
0.951,	30.1333,	-13.6202,	-2.05212
0.952,	30.2,	-13.6806,	-2.06577
0.953,	30.2667,	-13.741,	-2.07948
0.954,	30.3333,	-13.8016,	-2.09325
0.955,	30.4,	-13.8624,	-2.10708
0.956,	30.4667,	-13.9232,	-2.12098
0.957,	30.5333,	-13.9842,	-2.13493
0.958,	30.6,	-14.0454,	-2.14895
0.959,	30.6667,	-14.1066,	-2.16302
0.96,	30.7333,	-14.168,	-2.17716
0.961,	30.8,	-14.2296,	-2.19136
0.962,	30.8667,	-14.2912,	-2.20562
0.963,	30.9333,	-14.353,	-2.21994
0.964,	31,	-14.415,	-2.23432
0.965,	31.0667,	-14.477,	-2.24877
0.966,	31.1333,	-14.5392,	-2.26328
0.967,	31.2,	-14.6016,	-2.27785
0.968,	31.2667,	-14.664,	-2.29248
0.969,	31.3333,	-14.7266,	-2.30718
0.97,	31.4,	-14.7894,	-2.32193
0.971,	31.4667,	-14.8522,	-2.33676
0.972,	31.5333,	-14.9152,	-2.35164
0.973,	31.6,	-14.9784,	-2.36659
0.974,	31.6667,	-15.0416,	-2.3816
0.975,	31.7333,	-15.105,	-2.39667
0.976,	31.8,	-15.1686,	-2.41181
0.977,	31.8667,	-15.2322,	-2.42701
0.978,	31.9333,	-15.296,	-2.44227
0.979,	32,	-15.36,	-2.4576
0.98,	32.0667,	-15.424,	-2.47299
0.981,	32.1334,	-15.4882,	-2.48845
0.982,	32.2,	-15.5526,	-2.50397
0.983,	32.2667,	-15.617,	-2.51955
0.984,	32.3334,	-15.6816,	-2.5352
0.985,	32.4,	-15.7464,	-2.55092
0.986,	32.4667,	-15.8112,	-2.56669
0.987,	32.5334,	-15.8762,	-2.58254
0.988,	32.6,	-15.9414,	-2.59845
0.989,	32.6667,	-16.0066,	-2.61442
0.99,	32.7334,	-16.072,	-2.63046
0.991,	32.8,	-16.1376,	-2.64656
0.992,	32.8667,	-16.2032,	-2.66273
0.993,	32.9334,	-16.269,	-2.67897
0.994,	33,	-16.335,	-2.69527
0.995,	33.0667,	-16.401,	-2.71164
0.996,	33.1334,	-16.4672,	-2.72808
0.997,	33.2,	-16.5336,	-2.74458
0.998,	33.2667,	-16.6,	-2.76114
0.999,	33.3334,	-16.6666,	-2.77778
1,	33.4,	-16.7334,	-2.79448
1.001,	33.4667,	-16.8002,	-2.81124
1.002,	33.5334,	-16.8672,	-2.82808
1.003,	33.6,	-16.9344,	-2.84498
1.004,	33.6667,	-17.0016,	-2.86194
1.005,	33.7334,	-17.069,	-2.87898
1.006,	33.8,	-17.1366,	-2.89608
1.007,	33.8667,	-17.2042,	-2.91325
1.008,	33.9334,	-17.272,	-2.93049
1.009,	34,	-17.34,	-2.9478
1.01,	34.0667,	-17.408,	-2.96517
1.011,	34.1334,	-17.4762,	-2.98261
1.012,	34.2001,	-17.5446,	-3.00012
1.013,	34.2667,	-17.613,	-3.0177
1.014,	34.3334,	-17.6816,	-3.03535
1.015,	34.4001,	-17.7504,	-3.05307
1.016,	34.4667,	-17.8192,	-3.07085
1.017,	34.5334,	-17.8882,	-3.0887
1.018,	34.6001,	-17.9574,	-3.10663
1.019,	34.6667,	-18.0266,	-3.12462
1.02,	34.7334,	-18.096,	3.1405
1.021,	34.8001,	-18.1656,	3.12237
1.022,	34.8667,	-18.2352,	3.10417
1.023,	34.9334,	-18.305,	3.0859
1.024,	35.0001,	-18.375,	3.06756
1.025,	35.0667,	-18.445,	3.04915
1.026,	35.1334,	-18.5152,	3.03067
1.027,	35.2001,	-18.5856,	3.01212
1.028,	35.2667,	-18.656,	2.9935
1.029,	35.3334,	-18.7266,	2.97481
1.03,	35.4001,	-18.7974,	2.95605
1.031,	35.4667,	-18.8682,	2.93722
1.032,	35.5334,	-18.9392,	2.91831
1.033,	35.6001,	-19.0104,	2.89934
1.034,	35.6667,	-19.0816,	2.88029
1.035,	35.7334,	-19.153,	2.86117
1.036,	35.8001,	-19.2246,	2.84198
1.037,	35.8667,	-19.2962,	2.82272
1.038,	35.9334,	-19.368,	2.80339
1.039,	36.0001,	-19.44,	2.78399
1.04,	36.0668,	-19.512,	2.76451
1.041,	36.1334,	-19.5842,	2.74496
1.042,	36.2001,	-19.6566,	2.72534
1.043,	36.2668,	-19.729,	2.70565
1.044,	36.3334,	-19.8016,	2.68589
1.045,	36.4001,	-19.8744,	2.66605
1.046,	36.4668,	-19.9472,	2.64614
1.047,	36.5334,	-20.0202,	2.62615
1.048,	36.6001,	-20.0934,	2.6061
1.049,	36.6668,	-20.1666,	2.58597
1.05,	36.7334,	-20.24,	2.56576
1.051,	36.8001,	-20.3136,	2.54549
1.052,	36.8668,	-20.3872,	2.52514
1.053,	36.9334,	-20.461,	2.50471
1.054,	37.0001,	-20.535,	2.48421
1.055,	37.0668,	-20.609,	2.46364
1.056,	37.1334,	-20.6832,	2.443
1.057,	37.2001,	-20.7576,	2.42228
1.058,	37.2668,	-20.832,	2.40148
1.059,	37.3334,	-20.9066,	2.38061
1.06,	37.4001,	-20.9814,	2.35967
1.061,	37.4668,	-21.0562,	2.33865
1.062,	37.5334,	-21.1312,	2.31755
1.063,	37.6001,	-21.2064,	2.29639
1.064,	37.6668,	-21.2816,	2.27514
1.065,	37.7334,	-21.357,	2.25382
1.066,	37.8001,	-21.4326,	2.23243
1.067,	37.8668,	-21.5082,	2.21096
1.068,	37.9335,	-21.584,	2.18941
1.069,	38.0001,	-21.66,	2.16779
1.07,	38.0668,	-21.736,	2.14609
1.071,	38.1335,	-21.8122,	2.12432
1.072,	38.2001,	-21.8886,	2.10247
1.073,	38.2668,	-21.965,	2.08054
1.074,	38.3335,	-22.0416,	2.05854
1.075,	38.4001,	-22.1184,	2.03646
1.076,	38.4668,	-22.1952,	2.0143
1.077,	38.5335,	-22.2722,	1.99207
1.078,	38.6001,	-22.3494,	1.96976
1.079,	38.6668,	-22.4266,	1.94737
1.08,	38.7335,	-22.504,	1.9249
1.081,	38.8001,	-22.5816,	1.90236
1.082,	38.8668,	-22.6592,	1.87974
1.083,	38.9335,	-22.737,	1.85704
1.084,	39.0001,	-22.815,	1.83426
1.085,	39.0668,	-22.893,	1.81141
1.086,	39.1335,	-22.9712,	1.78848
1.087,	39.2001,	-23.0496,	1.76547
1.088,	39.2668,	-23.128,	1.74238
1.089,	39.3335,	-23.2066,	1.71921
1.09,	39.4001,	-23.2854,	1.69597
1.091,	39.4668,	-23.3642,	1.67264
1.092,	39.5335,	-23.4432,	1.64924
1.093,	39.6001,	-23.5224,	1.62575
1.094,	39.6668,	-23.6016,	1.60219
1.095,	39.7335,	-23.681,	1.57855
1.096,	39.8001,	-23.7606,	1.55483
1.097,	39.8668,	-23.8402,	1.53103
1.098,	39.9335,	-23.92,	1.50715
1.099,	40.0002,	-24,	1.48319
1.1,	40.0668,	-24.08,	1.45915
1.101,	40.1335,	-24.1602,	1.43503
1.102,	40.2002,	-24.2406,	1.41083
1.103,	40.2668,	-24.321,	1.38655
1.104,	40.3335,	-24.4016,	1.36219
1.105,	40.4002,	-24.4824,	1.33774
1.106,	40.4668,	-24.5632,	1.31322
1.107,	40.5335,	-24.6442,	1.28862
1.108,	40.6002,	-24.7254,	1.26393
1.109,	40.6668,	-24.8066,	1.23917
1.11,	40.7335,	-24.888,	1.21432
1.111,	40.8002,	-24.9696,	1.18939
1.112,	40.8668,	-25.0512,	1.16438
1.113,	40.9335,	-25.133,	1.13929
1.114,	41.0002,	-25.215,	1.11411
1.115,	41.0668,	-25.297,	1.08886
1.116,	41.1335,	-25.3792,	1.06352
1.117,	41.2002,	-25.4616,	1.0381
1.118,	41.2668,	-25.544,	1.0126
1.119,	41.3335,	-25.6266,	0.987012
1.12,	41.4002,	-25.7094,	0.961344
1.121,	41.4668,	-25.7922,	0.935593
1.122,	41.5335,	-25.8752,	0.909759
1.123,	41.6002,	-25.9584,	0.883843
1.124,	41.6668,	-26.0416,	0.857843
1.125,	41.7335,	-26.125,	0.831759
1.126,	41.8002,	-26.2086,	0.805592
1.127,	41.8669,	-26.2923,	0.779342
1.128,	41.9335,	-26.3761,	0.753008
1.129,	42.0002,	-26.46,	0.72659
1.13,	42.0669,	-26.5441,	0.700088
1.131,	42.1335,	-26.6283,	0.673502
1.132,	42.2002,	-26.7126,	0.646831
1.133,	42.2669,	-26.7971,	0.620076
1.134,	42.3335,	-26.8817,	0.593237
1.135,	42.4002,	-26.9664,	0.566313
1.136,	42.4669,	-27.0513,	0.539304
1.137,	42.5335,	-27.1363,	0.51221
1.138,	42.6002,	-27.2214,	0.485032
1.139,	42.6669,	-27.3067,	0.457768
1.14,	42.7335,	-27.3921,	0.430418
1.141,	42.8002,	-27.4776,	0.402983
1.142,	42.8669,	-27.5633,	0.375463
1.143,	42.9335,	-27.6491,	0.347857
1.144,	43.0002,	-27.735,	0.320165
1.145,	43.0669,	-27.8211,	0.292387
1.146,	43.1335,	-27.9073,	0.264523
1.147,	43.2002,	-27.9936,	0.236572
1.148,	43.2669,	-28.0801,	0.208535
1.149,	43.3335,	-28.1667,	0.180412
1.15,	43.4002,	-28.2534,	0.152202
1.151,	43.4669,	-28.3403,	0.123905
1.152,	43.5335,	-28.4273,	0.0955214
1.153,	43.6002,	-28.5144,	0.0670505
1.154,	43.6669,	-28.6017,	0.0384925
1.155,	43.7336,	-28.6891,	0.00984716
1.156,	43.8002,	-28.7766,	-0.0188857
1.157,	43.8669,	-28.8643,	-0.0477061
1.158,	43.9336,	-28.9521,	-0.0766143
1.159,	44.0002,	-29.04,	-0.10561
1.16,	44.0669,	-29.1281,	-0.134694
1.161,	44.1336,	-29.2163,	-0.163866
1.162,	44.2002,	-29.3046,	-0.193127
1.163,	44.2669,	-29.3931,	-0.222476
1.164,	44.3336,	-29.4817,	-0.251913
1.165,	44.4002,	-29.5704,	-0.281439
1.166,	44.4669,	-29.6593,	-0.311054
1.167,	44.5336,	-29.7483,	-0.340758
1.168,	44.6002,	-29.8374,	-0.370551
1.169,	44.6669,	-29.9267,	-0.400433
1.17,	44.7336,	-30.0161,	-0.430404
1.171,	44.8002,	-30.1056,	-0.460465
1.172,	44.8669,	-30.1953,	-0.490615
1.173,	44.9336,	-30.2851,	-0.520855
1.174,	45.0002,	-30.375,	-0.551185
1.175,	45.0669,	-30.4651,	-0.581606
1.176,	45.1336,	-30.5553,	-0.612116
1.177,	45.2002,	-30.6456,	-0.642716
1.178,	45.2669,	-30.7361,	-0.673407
1.179,	45.3336,	-30.8267,	-0.704188
1.18,	45.4002,	-30.9174,	-0.73506
1.181,	45.4669,	-31.0083,	-0.766023
1.182,	45.5336,	-31.0993,	-0.797077
1.183,	45.6002,	-31.1904,	-0.828222
1.184,	45.6669,	-31.2817,	-0.859458
1.185,	45.7336,	-31.3731,	-0.890785
1.186,	45.8003,	-31.4646,	-0.922204
1.187,	45.8669,	-31.5563,	-0.953715
1.188,	45.9336,	-31.6481,	-0.985317
1.189,	46.0003,	-31.74,	-1.01701
1.19,	46.0669,	-31.8321,	-1.0488
1.191,	46.1336,	-31.9243,	-1.08068
1.192,	46.2003,	-32.0166,	-1.11265
1.193,	46.2669,	-32.1091,	-1.14471
1.194,	46.3336,	-32.2017,	-1.17686
1.195,	46.4003,	-32.2944,	-1.20911
1.196,	46.4669,	-32.3873,	-1.24145
1.197,	46.5336,	-32.4803,	-1.27389
1.198,	46.6003,	-32.5734,	-1.30641
1.199,	46.6669,	-32.6667,	-1.33903
1.2,	46.7336,	-32.7601,	-1.37175
1.201,	46.8003,	-32.8536,	-1.40455
1.202,	46.8669,	-32.9473,	-1.43745
1.203,	46.9336,	-33.0411,	-1.47045
1.204,	47.0003,	-33.135,	-1.50354
1.205,	47.0669,	-33.2291,	-1.53672
1.206,	47.1336,	-33.3233,	-1.56999
1.207,	47.2003,	-33.4176,	-1.60337
1.208,	47.2669,	-33.5121,	-1.63683
1.209,	47.3336,	-33.6067,	-1.67039
1.21,	47.4003,	-33.7014,	-1.70404
1.211,	47.4669,	-33.7963,	-1.73779
1.212,	47.5336,	-33.8913,	-1.77164
1.213,	47.6003,	-33.9864,	-1.80558
1.214,	47.667,	-34.0817,	-1.83961
1.215,	47.7336,	-34.1771,	-1.87374
1.216,	47.8003,	-34.2726,	-1.90796
1.217,	47.867,	-34.3683,	-1.94228
1.218,	47.9336,	-34.4641,	-1.9767
1.219,	48.0003,	-34.56,	-2.01121
1.22,	48.067,	-34.6561,	-2.04582
1.221,	48.1336,	-34.7523,	-2.08052
1.222,	48.2003,	-34.8486,	-2.11532
1.223,	48.267,	-34.9451,	-2.15022
1.224,	48.3336,	-35.0417,	-2.18522
1.225,	48.4003,	-35.1384,	-2.22031
1.226,	48.467,	-35.2353,	-2.25549
1.227,	48.5336,	-35.3323,	-2.29078
1.228,	48.6003,	-35.4294,	-2.32616
1.229,	48.667,	-35.5267,	-2.36163
1.23,	48.7336,	-35.6241,	-2.39721
1.231,	48.8003,	-35.7216,	-2.43288
1.232,	48.867,	-35.8193,	-2.46865
1.233,	48.9336,	-35.9171,	-2.50452
1.234,	49.0003,	-36.015,	-2.54049
1.235,	49.067,	-36.1131,	-2.57655
1.236,	49.1336,	-36.2113,	-2.61271
1.237,	49.2003,	-36.3096,	-2.64897
1.238,	49.267,	-36.4081,	-2.68533
1.239,	49.3336,	-36.5067,	-2.72179
1.24,	49.4003,	-36.6054,	-2.75835
1.241,	49.467,	-36.7043,	-2.795
1.242,	49.5336,	-36.8033,	-2.83176
1.243,	49.6003,	-36.9024,	-2.86861
1.244,	49.667,	-37.0017,	-2.90556
1.245,	49.7337,	-37.1011,	-2.94261
1.246,	49.8003,	-37.2006,	-2.97976
1.247,	49.867,	-37.3003,	-3.01701
1.248,	49.9337,	-37.4001,	-3.05436
1.249,	50.0003,	-37.5,	-3.09181
1.25,	50.067,	-37.6001,	-3.12936
1.251,	50.1337,	-37.7003,	3.11617
1.252,	50.2003,	-37.8006,	3.07842
1.253,	50.267,	-37.9011,	3.04057
1.254,	50.3337,	-38.0017,	3.00262
1.255,	50.4003,	-38.1025,	2.96457
1.256,	50.467,	-38.2033,	2.92641
1.257,	50.5337,	-38.3043,	2.88816
1.258,	50.6003,	-38.4055,	2.84981
1.259,	50.667,	-38.5067,	2.81135
1.26,	50.7337,	-38.6081,	2.77279
1.261,	50.8003,	-38.7097,	2.73413
1.262,	50.867,	-38.8113,	2.69537
1.263,	50.9337,	-38.9131,	2.65651
1.264,	51.0003,	-39.0151,	2.61755
1.265,	51.067,	-39.1171,	2.57848
1.266,	51.1337,	-39.2193,	2.53931
1.267,	51.2003,	-39.3217,	2.50004
1.268,	51.267,	-39.4241,	2.46067
1.269,	51.3337,	-39.5267,	2.42119
1.27,	51.4003,	-39.6295,	2.38162
1.271,	51.467,	-39.7323,	2.34193
1.272,	51.5337,	-39.8353,	2.30215
1.273,	51.6003,	-39.9385,	2.26226
1.274,	51.667,	-40.0417,	2.22227
1.275,	51.7337,	-40.1451,	2.18218
1.276,	51.8004,	-40.2487,	2.14198
1.277,	51.867,	-40.3523,	2.10168
1.278,	51.9337,	-40.4561,	2.06128
1.279,	52.0004,	-40.5601,	2.02077
1.28,	52.067,	-40.6641,	1.98016
1.281,	52.1337,	-40.7683,	1.93944
1.282,	52.2004,	-40.8727,	1.89862
1.283,	52.267,	-40.9771,	1.8577
1.284,	52.3337,	-41.0817,	1.81667
1.285,	52.4004,	-41.1865,	1.77553
1.286,	52.467,	-41.2913,	1.73429
1.287,	52.5337,	-41.3963,	1.69295
1.288,	52.6004,	-41.5015,	1.6515
1.289,	52.667,	-41.6067,	1.60995
1.29,	52.7337,	-41.7121,	1.56829
1.291,	52.8004,	-41.8177,	1.52652
1.292,	52.867,	-41.9233,	1.48465
1.293,	52.9337,	-42.0291,	1.44268
1.294,	53.0004,	-42.1351,	1.40059
1.295,	53.067,	-42.2411,	1.35841
1.296,	53.1337,	-42.3473,	1.31611
1.297,	53.2004,	-42.4537,	1.27371
1.298,	53.267,	-42.5601,	1.2312
1.299,	53.3337,	-42.6667,	1.18859
1.3,	53.4004,	-42.7735,	1.14587
1.301,	53.467,	-42.8804,	1.10304
1.302,	53.5337,	-42.9874,	1.06011
1.303,	53.6004,	-43.0945,	1.01707
1.304,	53.667,	-43.2018,	0.973921
1.305,	53.7337,	-43.3092,	0.930665
1.306,	53.8004,	-43.4167,	0.887302
1.307,	53.8671,	-43.5244,	0.843832
1.308,	53.9337,	-43.6322,	0.800254
1.309,	54.0004,	-43.7401,	0.756567
1.31,	54.0671,	-43.8482,	0.712773
1.311,	54.1337,	-43.9564,	0.668871
1.312,	54.2004,	-44.0647,	0.624861
1.313,	54.2671,	-44.1732,	0.580742
1.314,	54.3337,	-44.2818,	0.536514
1.315,	54.4004,	-44.3905,	0.492178
1.316,	54.4671,	-44.4994,	0.447733
1.317,	54.5337,	-44.6084,	0.403179
1.318,	54.6004,	-44.7175,	0.358516
1.319,	54.6671,	-44.8268,	0.313744
1.32,	54.7337,	-44.9362,	0.268863
1.321,	54.8004,	-45.0457,	0.223872
1.322,	54.8671,	-45.1554,	0.178771
1.323,	54.9337,	-45.2652,	0.133561
1.324,	55.0004,	-45.3751,	0.0882408
1.325,	55.0671,	-45.4852,	0.0428106
1.326,	55.1337,	-45.5954,	-0.00272964
1.327,	55.2004,	-45.7057,	-0.0483802
1.328,	55.2671,	-45.8162,	-0.0941411
1.329,	55.3337,	-45.9268,	-0.140013
1.33,	55.4004,	-46.0375,	-0.185995
1.331,	55.4671,	-46.1484,	-0.232088
1.332,	55.5337,	-46.2594,	-0.278292
1.333,	55.6004,	-46.3705,	-0.324606
1.334,	55.6671,	-46.4818,	-0.371033
1.335,	55.7338,	-46.5932,	-0.41757
1.336,	55.8004,	-46.7047,	-0.464219
1.337,	55.8671,	-46.8164,	-0.51098
1.338,	55.9338,	-46.9282,	-0.557852
1.339,	56.0004,	-47.0401,	-0.604836
1.34,	56.0671,	-47.1522,	-0.651932
1.341,	56.1338,	-47.2644,	-0.69914
1.342,	56.2004,	-47.3767,	-0.746461
1.343,	56.2671,	-47.4892,	-0.793894
1.344,	56.3338,	-47.6018,	-0.841439
1.345,	56.4004,	-47.7145,	-0.889098
1.346,	56.4671,	-47.8274,	-0.936869
1.347,	56.5338,	-47.9404,	-0.984752
1.348,	56.6004,	-48.0535,	-1.03275
1.349,	56.6671,	-48.1668,	-1.08086
1.35,	56.7338,	-48.2802,	-1.12908
1.351,	56.8004,	-48.3937,	-1.17742
1.352,	56.8671,	-48.5074,	-1.22587
1.353,	56.9338,	-48.6212,	-1.27443
1.354,	57.0004,	-48.7351,	-1.32311
1.355,	57.0671,	-48.8492,	-1.37191
1.356,	57.1338,	-48.9634,	-1.42081
1.357,	57.2004,	-49.0777,	-1.46983
1.358,	57.2671,	-49.1922,	-1.51897
1.359,	57.3338,	-49.3068,	-1.56822
1.36,	57.4004,	-49.4215,	-1.61758
1.361,	57.4671,	-49.5364,	-1.66706
1.362,	57.5338,	-49.6514,	-1.71665
1.363,	57.6004,	-49.7665,	-1.76636
1.364,	57.6671,	-49.8818,	-1.81619
1.365,	57.7338,	-49.9972,	-1.86613
1.366,	57.8005,	-50.1127,	-1.91618
1.367,	57.8671,	-50.2284,	-1.96635
1.368,	57.9338,	-50.3442,	-2.01664
1.369,	58.0005,	-50.4601,	-2.06704
1.37,	58.0671,	-50.5762,	-2.11756
1.371,	58.1338,	-50.6924,	-2.16819
1.372,	58.2005,	-50.8087,	-2.21894
1.373,	58.2671,	-50.9252,	-2.26981
1.374,	58.3338,	-51.0418,	-2.32079
1.375,	58.4005,	-51.1585,	-2.37189
1.376,	58.4671,	-51.2754,	-2.42311
1.377,	58.5338,	-51.3924,	-2.47445
1.378,	58.6005,	-51.5095,	-2.5259
1.379,	58.6671,	-51.6268,	-2.57746
1.38,	58.7338,	-51.7442,	-2.62915
1.381,	58.8005,	-51.8617,	-2.68095
1.382,	58.8671,	-51.9794,	-2.73287
1.383,	58.9338,	-52.0972,	-2.78491
1.384,	59.0005,	-52.2152,	-2.83707
1.385,	59.0671,	-52.3332,	-2.88934
1.386,	59.1338,	-52.4514,	-2.94173
1.387,	59.2005,	-52.5698,	-2.99425
1.388,	59.2671,	-52.6882,	-3.04687
1.389,	59.3338,	-52.8068,	-3.09962
1.39,	59.4005,	-52.9256,	3.1307
1.391,	59.4671,	-53.0444,	3.07771
1.392,	59.5338,	-53.1634,	3.02461
1.393,	59.6005,	-53.2826,	2.97139
1.394,	59.6672,	-53.4018,	2.91804
1.395,	59.7338,	-53.5212,	2.86458
1.396,	59.8005,	-53.6408,	2.811
1.397,	59.8672,	-53.7604,	2.7573
1.398,	59.9338,	-53.8802,	2.70348
1.399,	60.0005,	-54.0002,	2.64954
1.4,	60.0672,	-54.1202,	2.59548
1.401,	60.1338,	-54.2404,	2.5413
1.402,	60.2005,	-54.3608,	2.487
1.403,	60.2672,	-54.4812,	2.43258
1.404,	60.3338,	-54.6018,	2.37804
1.405,	60.4005,	-54.7226,	2.32337
