time,	T,	w,	th
2.103,	0,	0,	100
2.104,	0,	0,	100
2.105,	0,	0,	100
2.106,	0,	0,	100
2.107,	0,	0,	100
2.108,	0,	0,	100
2.109,	0,	0,	100
2.11,	0,	0,	100
2.111,	0,	0,	100
2.112,	0,	0,	100
2.113,	0,	0,	100
2.114,	0,	0,	100
2.115,	0,	0,	100
2.116,	0,	0,	100
2.117,	0,	0,	100
2.118,	0,	0,	100
2.119,	0,	0,	100
2.12,	0,	0,	100
2.121,	0,	0,	100
2.122,	0,	0,	100
2.123,	0,	0,	100
2.124,	0,	0,	100
2.125,	0,	0,	100
2.126,	0,	0,	100
2.127,	0,	0,	100
2.128,	0,	0,	100
2.129,	0,	0,	100
2.13,	0,	0,	100
2.131,	0,	0,	100
2.132,	0,	0,	100
2.133,	0,	0,	100
2.134,	0,	0,	100
2.135,	0,	0,	100
2.136,	0,	0,	100
2.137,	0,	0,	100
2.138,	0,	0,	100
2.139,	0,	0,	100
2.14,	0,	0,	100
2.141,	0,	0,	100
2.142,	0,	0,	100
2.143,	0,	0,	100
2.144,	0,	0,	100
2.145,	0,	0,	100
2.146,	0,	0,	100
2.147,	0,	0,	100
2.148,	0,	0,	100
2.149,	0,	0,	100
2.15,	0,	0,	100
2.151,	0,	0,	100
2.152,	0,	0,	100
2.153,	0,	0,	100
2.154,	0,	0,	100
2.155,	0,	0,	100
2.156,	0,	0,	100
2.157,	0,	0,	100
2.158,	0,	0,	100
2.159,	0,	0,	100
2.16,	0,	0,	100
2.161,	0,	0,	100
2.162,	0,	0,	100
2.163,	0,	0,	100
2.164,	0,	0,	100
2.165,	0,	0,	100
2.166,	0,	0,	100
2.167,	0,	0,	100
2.168,	0,	0,	100
2.169,	0,	0,	100
2.17,	0,	0,	100
2.171,	0,	0,	100
2.172,	0,	0,	100
2.173,	0,	0,	100
2.174,	0,	0,	100
2.175,	0,	0,	100
2.176,	0,	0,	100
2.177,	0,	0,	100
2.178,	0,	0,	100
2.179,	0,	0,	100
2.18,	0,	0,	100
2.181,	0,	0,	100
2.182,	0,	0,	100
2.183,	0,	0,	100
2.184,	0,	0,	100
2.185,	0,	0,	100
2.186,	0,	0,	100
2.187,	0,	0,	100
2.188,	0,	0,	100
2.189,	0,	0,	100
2.19,	0,	0,	100
2.191,	0,	0,	100
2.192,	0,	0,	100
2.193,	0,	0,	100
2.194,	0,	0,	100
2.195,	0,	0,	100
2.196,	0,	0,	100
2.197,	0,	0,	100
2.198,	0,	0,	100
2.199,	0,	0,	100
2.2,	0,	0,	100
2.201,	0,	0,	100
2.202,	0,	0,	100
2.203,	0,	0,	100
2.204,	0,	0,	100
2.205,	0,	0,	100
2.206,	0,	0,	100
2.207,	0,	0,	100
2.208,	0,	0,	100
2.209,	0,	0,	100
2.21,	0,	0,	100
2.211,	0,	0,	100
2.212,	0,	0,	100
2.213,	0,	0,	100
2.214,	0,	0,	100
2.215,	0,	0,	100
2.216,	0,	0,	100
2.217,	0,	0,	100
2.218,	0,	0,	100
2.219,	0,	0,	100
2.22,	0,	0,	100
2.221,	0,	0,	100
2.222,	0,	0,	100
2.223,	0,	0,	100
2.224,	0,	0,	100
2.225,	0,	0,	100
2.226,	0,	0,	100
2.227,	0,	0,	100
2.228,	0,	0,	100
2.229,	0,	0,	100
2.23,	0,	0,	100
2.231,	0,	0,	100
2.232,	0,	0,	100
2.233,	0,	0,	100
2.234,	0,	0,	100
2.235,	0,	0,	100
2.236,	0,	0,	100
2.237,	0,	0,	100
2.238,	0,	0,	100
2.239,	0,	0,	100
2.24,	0,	0,	100
2.241,	0,	0,	100
2.242,	0,	0,	100
2.243,	0,	0,	100
2.244,	0,	0,	100
2.245,	0,	0,	100
2.246,	0,	0,	100
2.247,	0,	0,	100
2.248,	0,	0,	100
2.249,	0,	0,	100
2.25,	0,	0,	100
2.251,	0,	0,	100
2.252,	0,	0,	100
2.253,	0,	0,	100
2.254,	0,	0,	100
2.255,	0,	0,	100
2.256,	0,	0,	100
2.257,	0,	0,	100
2.258,	0,	0,	100
2.259,	0,	0,	100
2.26,	0,	0,	100
2.261,	0,	0,	100
2.262,	0,	0,	100
2.263,	0,	0,	100
2.264,	0,	0,	100
2.265,	0,	0,	100
2.266,	0,	0,	100
2.267,	0,	0,	100
2.268,	0,	0,	100
2.269,	0,	0,	100
2.27,	0,	0,	100
2.271,	0,	0,	100
2.272,	0,	0,	100
2.273,	0,	0,	100
2.274,	0,	0,	100
2.275,	0,	0,	100
2.276,	0,	0,	100
2.277,	0,	0,	100
2.278,	0,	0,	100
2.279,	0,	0,	100
2.28,	0,	0,	100
2.281,	0,	0,	100
2.282,	0,	0,	100
2.283,	0,	0,	100
2.284,	0,	0,	100
2.285,	0,	0,	100
2.286,	0,	0,	100
2.287,	0,	0,	100
2.288,	0,	0,	100
2.289,	0,	0,	100
2.29,	0,	0,	100
2.291,	0,	0,	100
2.292,	0,	0,	100
2.293,	0,	0,	100
2.294,	0,	0,	100
2.295,	0,	0,	100
2.296,	0,	0,	100
2.297,	0,	0,	100
2.298,	0,	0,	100
2.299,	0,	0,	100
2.3,	0,	0,	100
2.301,	0,	0,	100
2.302,	0,	0,	100
2.303,	0,	0,	100
2.304,	0,	0,	100
2.305,	0,	0,	100
2.306,	0,	0,	100
2.307,	0,	0,	100
2.308,	0,	0,	100
2.309,	0,	0,	100
2.31,	0,	0,	100
2.311,	0,	0,	100
2.312,	0,	0,	100
2.313,	0,	0,	100
2.314,	0,	0,	100
2.315,	0,	0,	100
2.316,	0,	0,	100
2.317,	0,	0,	100
2.318,	0,	0,	100
2.319,	0,	0,	100
2.32,	0,	0,	100
2.321,	0,	0,	100
2.322,	0,	0,	100
2.323,	0,	0,	100
2.324,	0,	0,	100
2.325,	0,	0,	100
2.326,	0,	0,	100
2.327,	0,	0,	100
2.328,	0,	0,	100
2.329,	0,	0,	100
2.33,	0,	0,	100
2.331,	0,	0,	100
2.332,	0,	0,	100
2.333,	0,	0,	100
2.334,	0,	0,	100
2.335,	0,	0,	100
2.336,	0,	0,	100
2.337,	0,	0,	100
2.338,	0,	0,	100
2.339,	0,	0,	100
2.34,	0,	0,	100
2.341,	0,	0,	100
2.342,	0,	0,	100
2.343,	0,	0,	100
2.344,	0,	0,	100
2.345,	0,	0,	100
2.346,	0,	0,	100
2.347,	0,	0,	100
2.348,	0,	0,	100
2.349,	0,	0,	100
2.35,	0,	0,	100
2.351,	0,	0,	100
2.352,	0,	0,	100
2.353,	0,	0,	100
2.354,	0,	0,	100
2.355,	0,	0,	100
2.356,	0,	0,	100
2.357,	0,	0,	100
2.358,	0,	0,	100
2.359,	0,	0,	100
2.36,	0,	0,	100
2.361,	0,	0,	100
2.362,	0,	0,	100
2.363,	0,	0,	100
2.364,	0,	0,	100
2.365,	0,	0,	100
2.366,	0,	0,	100
2.367,	0,	0,	100
2.368,	0,	0,	100
2.369,	0,	0,	100
2.37,	0,	0,	100
2.371,	0,	0,	100
2.372,	0,	0,	100
2.373,	0,	0,	100
2.374,	0,	0,	100
2.375,	0,	0,	100
2.376,	0,	0,	100
2.377,	0,	0,	100
2.378,	0,	0,	100
2.379,	0,	0,	100
2.38,	0,	0,	100
2.381,	0,	0,	100
2.382,	0,	0,	100
2.383,	0,	0,	100
2.384,	0,	0,	100
2.385,	0,	0,	100
2.386,	0,	0,	100
2.387,	0,	0,	100
2.388,	0,	0,	100
2.389,	0,	0,	100
2.39,	0,	0,	100
2.391,	0,	0,	100
2.392,	0,	0,	100
2.393,	0,	0,	100
2.394,	0,	0,	100
2.395,	0,	0,	100
2.396,	0,	0,	100
2.397,	0,	0,	100
2.398,	0,	0,	100
2.399,	0,	0,	100
2.4,	0,	0,	100
2.401,	0,	0,	100
2.402,	0,	0,	100
2.403,	0,	0,	100
2.404,	0,	0,	100
2.405,	0,	0,	100
2.406,	0,	0,	100
2.407,	0,	0,	100
2.408,	0,	0,	100
2.409,	0,	0,	100
2.41,	0,	0,	100
2.411,	0,	0,	100
2.412,	0,	0,	100
2.413,	0,	0,	100
2.414,	0,	0,	100
2.415,	0,	0,	100
2.416,	0,	0,	100
2.417,	0,	0,	100
2.418,	0,	0,	100
2.419,	0,	0,	100
2.42,	0,	0,	100
2.421,	0,	0,	100
2.422,	0,	0,	100
2.423,	0,	0,	100
2.424,	0,	0,	100
2.425,	0,	0,	100
2.426,	0,	0,	100
2.427,	0,	0,	100
2.428,	0,	0,	100
2.429,	0,	0,	100
2.43,	0,	0,	100
2.431,	0,	0,	100
2.432,	0,	0,	100
2.433,	0,	0,	100
2.434,	0,	0,	100
2.435,	0,	0,	100
2.436,	0,	0,	100
2.437,	0,	0,	100
2.438,	0,	0,	100
2.439,	0,	0,	100
2.44,	0,	0,	100
2.441,	0,	0,	100
2.442,	0,	0,	100
2.443,	0,	0,	100
2.444,	0,	0,	100
2.445,	0,	0,	100
2.446,	0,	0,	100
2.447,	0,	0,	100
2.448,	0,	0,	100
2.449,	0,	0,	100
2.45,	0,	0,	100
2.451,	0,	0,	100
2.452,	0,	0,	100
2.453,	0,	0,	100
2.454,	0,	0,	100
2.455,	0,	0,	100
2.456,	0,	0,	100
2.457,	0,	0,	100
2.458,	0,	0,	100
2.459,	0,	0,	100
2.46,	0,	0,	100
2.461,	0,	0,	100
2.462,	0,	0,	100
2.463,	0,	0,	100
2.464,	0,	0,	100
2.465,	0,	0,	100
2.466,	0,	0,	100
2.467,	0,	0,	100
2.468,	0,	0,	100
2.469,	0,	0,	100
2.47,	0,	0,	100
2.471,	0,	0,	100
2.472,	0,	0,	100
2.473,	0,	0,	100
2.474,	0,	0,	100
2.475,	0,	0,	100
2.476,	0,	0,	100
2.477,	0,	0,	100
2.478,	0,	0,	100
2.479,	0,	0,	100
2.48,	0,	0,	100
2.481,	0,	0,	100
2.482,	0,	0,	100
2.483,	0,	0,	100
2.484,	0,	0,	100
2.485,	0,	0,	100
2.486,	0,	0,	100
2.487,	0,	0,	100
2.488,	0,	0,	100
2.489,	0,	0,	100
2.49,	0,	0,	100
2.491,	0,	0,	100
2.492,	0,	0,	100
2.493,	0,	0,	100
2.494,	0,	0,	100
2.495,	0,	0,	100
2.496,	0,	0,	100
2.497,	0,	0,	100
2.498,	0,	0,	100
2.499,	0,	0,	100
2.5,	0,	0,	100
2.501,	0,	0,	100
2.502,	0,	0,	100
2.503,	0,	0,	100
2.504,	0,	0,	100
2.505,	0,	0,	100
2.506,	0,	0,	100
2.507,	0,	0,	100
2.508,	0,	0,	100
2.509,	0,	0,	100
2.51,	0,	0,	100
2.511,	0,	0,	100
2.512,	0,	0,	100
2.513,	0,	0,	100
2.514,	0,	0,	100
2.515,	0,	0,	100
2.516,	0,	0,	100
2.517,	0,	0,	100
2.518,	0,	0,	100
2.519,	0,	0,	100
2.52,	0,	0,	100
2.521,	0,	0,	100
2.522,	0,	0,	100
2.523,	0,	0,	100
2.524,	0,	0,	100
2.525,	0,	0,	100
2.526,	0,	0,	100
2.527,	0,	0,	100
2.528,	0,	0,	100
2.529,	0,	0,	100
2.53,	0,	0,	100
2.531,	0,	0,	100
2.532,	0,	0,	100
2.533,	0,	0,	100
2.534,	0,	0,	100
2.535,	0,	0,	100
2.536,	0,	0,	100
2.537,	0,	0,	100
2.538,	0,	0,	100
2.539,	0,	0,	100
2.54,	0,	0,	100
2.541,	0,	0,	100
2.542,	0,	0,	100
2.543,	0,	0,	100
2.544,	0,	0,	100
2.545,	0,	0,	100
2.546,	0,	0,	100
2.547,	0,	0,	100
2.548,	0,	0,	100
2.549,	0,	0,	100
2.55,	0,	0,	100
2.551,	0,	0,	100
2.552,	0,	0,	100
2.553,	0,	0,	100
2.554,	0,	0,	100
2.555,	0,	0,	100
2.556,	0,	0,	100
2.557,	0,	0,	100
2.558,	0,	0,	100
2.559,	0,	0,	100
2.56,	0,	0,	100
2.561,	0,	0,	100
2.562,	0,	0,	100
2.563,	0,	0,	100
2.564,	0,	0,	100
2.565,	0,	0,	100
2.566,	0,	0,	100
2.567,	0,	0,	100
2.568,	0,	0,	100
2.569,	0,	0,	100
2.57,	0,	0,	100
2.571,	0,	0,	100
2.572,	0,	0,	100
2.573,	0,	0,	100
2.574,	0,	0,	100
2.575,	0,	0,	100
2.576,	0,	0,	100
2.577,	0,	0,	100
2.578,	0,	0,	100
2.579,	0,	0,	100
2.58,	0,	0,	100
2.581,	0,	0,	100
2.582,	0,	0,	100
2.583,	0,	0,	100
2.584,	0,	0,	100
2.585,	0,	0,	100
2.586,	0,	0,	100
2.587,	0,	0,	100
2.588,	0,	0,	100
2.589,	0,	0,	100
2.59,	0,	0,	100
2.591,	0,	0,	100
2.592,	0,	0,	100
2.593,	0,	0,	100
2.594,	0,	0,	100
2.595,	0,	0,	100
2.596,	0,	0,	100
2.597,	0,	0,	100
2.598,	0,	0,	100
2.599,	0,	0,	100
2.6,	0,	0,	100
2.601,	0,	0,	100
2.602,	0,	0,	100
2.603,	0,	0,	100
2.604,	0,	0,	100
2.605,	0,	0,	100
2.606,	0,	0,	100
2.607,	0,	0,	100
2.608,	0,	0,	100
2.609,	0,	0,	100
2.61,	0,	0,	100
2.611,	0,	0,	100
2.612,	0,	0,	100
2.613,	0,	0,	100
2.614,	0,	0,	100
2.615,	0,	0,	100
2.616,	0,	0,	100
2.617,	0,	0,	100
2.618,	0,	0,	100
2.619,	0,	0,	100
2.62,	0,	0,	100
2.621,	0,	0,	100
2.622,	0,	0,	100
2.623,	0,	0,	100
2.624,	0,	0,	100
2.625,	0,	0,	100
2.626,	0,	0,	100
2.627,	0,	0,	100
2.628,	0,	0,	100
2.629,	0,	0,	100
2.63,	0,	0,	100
2.631,	0,	0,	100
2.632,	0,	0,	100
2.633,	0,	0,	100
2.634,	0,	0,	100
2.635,	0,	0,	100
2.636,	0,	0,	100
2.637,	0,	0,	100
2.638,	0,	0,	100
2.639,	0,	0,	100
2.64,	0,	0,	100
2.641,	0,	0,	100
2.642,	0,	0,	100
2.643,	0,	0,	100
2.644,	0,	0,	100
2.645,	0,	0,	100
2.646,	0,	0,	100
2.647,	0,	0,	100
2.648,	0,	0,	100
2.649,	0,	0,	100
2.65,	0,	0,	100
2.651,	0,	0,	100
2.652,	0,	0,	100
2.653,	0,	0,	100
2.654,	0,	0,	100
2.655,	0,	0,	100
2.656,	0,	0,	100
2.657,	0,	0,	100
2.658,	0,	0,	100
2.659,	0,	0,	100
2.66,	0,	0,	100
2.661,	0,	0,	100
2.662,	0,	0,	100
2.663,	0,	0,	100
2.664,	0,	0,	100
2.665,	0,	0,	100
2.666,	0,	0,	100
2.667,	0,	0,	100
2.668,	0,	0,	100
2.669,	0,	0,	100
2.67,	0,	0,	100
2.671,	0,	0,	100
2.672,	0,	0,	100
2.673,	0,	0,	100
2.674,	0,	0,	100
2.675,	0,	0,	100
2.676,	0,	0,	100
2.677,	0,	0,	100
2.678,	0,	0,	100
2.679,	0,	0,	100
2.68,	0,	0,	100
2.681,	0,	0,	100
2.682,	0,	0,	100
2.683,	0,	0,	100
2.684,	0,	0,	100
2.685,	0,	0,	100
2.686,	0,	0,	100
2.687,	0,	0,	100
2.688,	0,	0,	100
2.689,	0,	0,	100
2.69,	0,	0,	100
2.691,	0,	0,	100
2.692,	0,	0,	100
2.693,	0,	0,	100
2.694,	0,	0,	100
2.695,	0,	0,	100
2.696,	0,	0,	100
2.697,	0,	0,	100
2.698,	0,	0,	100
2.699,	0,	0,	100
2.7,	0,	0,	100
2.701,	0,	0,	100
2.702,	0,	0,	100
2.703,	0,	0,	100
2.704,	0,	0,	100
2.705,	0,	0,	100
2.706,	0,	0,	100
2.707,	0,	0,	100
2.708,	0,	0,	100
2.709,	0,	0,	100
2.71,	0,	0,	100
2.711,	0,	0,	100
2.712,	0,	0,	100
2.713,	0,	0,	100
2.714,	0,	0,	100
2.715,	0,	0,	100
2.716,	0,	0,	100
2.717,	0,	0,	100
2.718,	0,	0,	100
2.719,	0,	0,	100
2.72,	0,	0,	100
2.721,	0,	0,	100
2.722,	0,	0,	100
2.723,	0,	0,	100
2.724,	0,	0,	100
2.725,	0,	0,	100
2.726,	0,	0,	100
2.727,	0,	0,	100
2.728,	0,	0,	100
2.729,	0,	0,	100
2.73,	0,	0,	100
2.731,	0,	0,	100
2.732,	0,	0,	100
2.733,	0,	0,	100
2.734,	0,	0,	100
2.735,	0,	0,	100
2.736,	0,	0,	100
2.737,	0,	0,	100
2.738,	0,	0,	100
2.739,	0,	0,	100
2.74,	0,	0,	100
2.741,	0,	0,	100
2.742,	0,	0,	100
2.743,	0,	0,	100
2.744,	0,	0,	100
2.745,	0,	0,	100
2.746,	0,	0,	100
2.747,	0,	0,	100
2.748,	0,	0,	100
2.749,	0,	0,	100
2.75,	0,	0,	100
2.751,	0,	0,	100
2.752,	0,	0,	100
2.753,	0,	0,	100
2.754,	0,	0,	100
2.755,	0,	0,	100
2.756,	0,	0,	100
2.757,	0,	0,	100
2.758,	0,	0,	100
2.759,	0,	0,	100
2.76,	0,	0,	100
2.761,	0,	0,	100
2.762,	0,	0,	100
2.763,	0,	0,	100
2.764,	0,	0,	100
2.765,	0,	0,	100
2.766,	0,	0,	100
2.767,	0,	0,	100
2.768,	0,	0,	100
2.769,	0,	0,	100
2.77,	0,	0,	100
2.771,	0,	0,	100
2.772,	0,	0,	100
2.773,	0,	0,	100
2.774,	0,	0,	100
2.775,	0,	0,	100
2.776,	0,	0,	100
2.777,	0,	0,	100
2.778,	0,	0,	100
2.779,	0,	0,	100
2.78,	0,	0,	100
2.781,	0,	0,	100
2.782,	0,	0,	100
2.783,	0,	0,	100
2.784,	0,	0,	100
2.785,	0,	0,	100
2.786,	0,	0,	100
2.787,	0,	0,	100
2.788,	0,	0,	100
2.789,	0,	0,	100
2.79,	0,	0,	100
2.791,	0,	0,	100
2.792,	0,	0,	100
2.793,	0,	0,	100
2.794,	0,	0,	100
2.795,	0,	0,	100
2.796,	0,	0,	100
2.797,	0,	0,	100
2.798,	0,	0,	100
2.799,	0,	0,	100
2.8,	0,	0,	100
2.801,	0,	0,	100
2.802,	0,	0,	100
2.803,	0,	0,	100
2.804,	0,	0,	100
2.805,	0,	0,	100
2.806,	0,	0,	100
2.807,	0,	0,	100
2.808,	0,	0,	100
2.809,	0,	0,	100
2.81,	0,	0,	100
2.811,	0,	0,	100
2.812,	0,	0,	100
2.813,	0,	0,	100
2.814,	0,	0,	100
2.815,	0,	0,	100
2.816,	0,	0,	100
2.817,	0,	0,	100
2.818,	0,	0,	100
2.819,	0,	0,	100
2.82,	0,	0,	100
2.821,	0,	0,	100
2.822,	0,	0,	100
2.823,	0,	0,	100
2.824,	0,	0,	100
2.825,	0,	0,	100
2.826,	0,	0,	100
2.827,	0,	0,	100
2.828,	0,	0,	100
2.829,	0,	0,	100
2.83,	0,	0,	100
2.831,	0,	0,	100
2.832,	0,	0,	100
2.833,	0,	0,	100
2.834,	0,	0,	100
2.835,	0,	0,	100
2.836,	0,	0,	100
2.837,	0,	0,	100
2.838,	0,	0,	100
2.839,	0,	0,	100
2.84,	0,	0,	100
2.841,	0,	0,	100
2.842,	0,	0,	100
2.843,	0,	0,	100
2.844,	0,	0,	100
2.845,	0,	0,	100
2.846,	0,	0,	100
2.847,	0,	0,	100
2.848,	0,	0,	100
2.849,	0,	0,	100
2.85,	0,	0,	100
2.851,	0,	0,	100
2.852,	0,	0,	100
2.853,	0,	0,	100
2.854,	0,	0,	100
2.855,	0,	0,	100
2.856,	0,	0,	100
2.857,	0,	0,	100
2.858,	0,	0,	100
2.859,	0,	0,	100
2.86,	0,	0,	100
2.861,	0,	0,	100
2.862,	0,	0,	100
2.863,	0,	0,	100
2.864,	0,	0,	100
2.865,	0,	0,	100
2.866,	0,	0,	100
2.867,	0,	0,	100
2.868,	0,	0,	100
2.869,	0,	0,	100
2.87,	0,	0,	100
2.871,	0,	0,	100
2.872,	0,	0,	100
2.873,	0,	0,	100
2.874,	0,	0,	100
2.875,	0,	0,	100
2.876,	0,	0,	100
2.877,	0,	0,	100
2.878,	0,	0,	100
2.879,	0,	0,	100
2.88,	0,	0,	100
2.881,	0,	0,	100
2.882,	0,	0,	100
2.883,	0,	0,	100
2.884,	0,	0,	100
2.885,	0,	0,	100
2.886,	0,	0,	100
2.887,	0,	0,	100
2.888,	0,	0,	100
2.889,	0,	0,	100
2.89,	0,	0,	100
2.891,	0,	0,	100
2.892,	0,	0,	100
2.893,	0,	0,	100
2.894,	0,	0,	100
2.895,	0,	0,	100
2.896,	0,	0,	100
2.897,	0,	0,	100
2.898,	0,	0,	100
2.899,	0,	0,	100
2.9,	0,	0,	100
2.901,	0,	0,	100
2.902,	0,	0,	100
2.903,	0,	0,	100
2.904,	0,	0,	100
2.905,	0,	0,	100
2.906,	0,	0,	100
2.907,	0,	0,	100
2.908,	0,	0,	100
2.909,	0,	0,	100
2.91,	0,	0,	100
2.911,	0,	0,	100
2.912,	0,	0,	100
2.913,	0,	0,	100
2.914,	0,	0,	100
2.915,	0,	0,	100
2.916,	0,	0,	100
2.917,	0,	0,	100
2.918,	0,	0,	100
2.919,	0,	0,	100
2.92,	0,	0,	100
2.921,	0,	0,	100
2.922,	0,	0,	100
2.923,	0,	0,	100
2.924,	0,	0,	100
2.925,	0,	0,	100
2.926,	0,	0,	100
2.927,	0,	0,	100
2.928,	0,	0,	100
2.929,	0,	0,	100
2.93,	0,	0,	100
2.931,	0,	0,	100
2.932,	0,	0,	100
2.933,	0,	0,	100
2.934,	0,	0,	100
2.935,	0,	0,	100
2.936,	0,	0,	100
2.937,	0,	0,	100
2.938,	0,	0,	100
2.939,	0,	0,	100
2.94,	0,	0,	100
2.941,	0,	0,	100
2.942,	0,	0,	100
2.943,	0,	0,	100
2.944,	0,	0,	100
2.945,	0,	0,	100
2.946,	0,	0,	100
2.947,	0,	0,	100
2.948,	0,	0,	100
2.949,	0,	0,	100
2.95,	0,	0,	100
2.951,	0,	0,	100
2.952,	0,	0,	100
2.953,	0,	0,	100
2.954,	0,	0,	100
2.955,	0,	0,	100
2.956,	0,	0,	100
2.957,	0,	0,	100
2.958,	0,	0,	100
2.959,	0,	0,	100
2.96,	0,	0,	100
2.961,	0,	0,	100
2.962,	0,	0,	100
2.963,	0,	0,	100
2.964,	0,	0,	100
2.965,	0,	0,	100
2.966,	0,	0,	100
2.967,	0,	0,	100
2.968,	0,	0,	100
2.969,	0,	0,	100
2.97,	0,	0,	100
2.971,	0,	0,	100
2.972,	0,	0,	100
2.973,	0,	0,	100
2.974,	0,	0,	100
2.975,	0,	0,	100
2.976,	0,	0,	100
2.977,	0,	0,	100
2.978,	0,	0,	100
2.979,	0,	0,	100
2.98,	0,	0,	100
2.981,	0,	0,	100
2.982,	0,	0,	100
2.983,	0,	0,	100
2.984,	0,	0,	100
2.985,	0,	0,	100
2.986,	0,	0,	100
2.987,	0,	0,	100
2.988,	0,	0,	100
2.989,	0,	0,	100
2.99,	0,	0,	100
2.991,	0,	0,	100
2.992,	0,	0,	100
2.993,	0,	0,	100
2.994,	0,	0,	100
2.995,	0,	0,	100
2.996,	0,	0,	100
2.997,	0,	0,	100
2.998,	0,	0,	100
2.999,	0,	0,	100
3,	33332.8,	-66.6656,	99.9333
3.001,	3.8147,	-66.6733,	99.8667
3.002,	-3.8147,	-66.6656,	99.8
3.003,	0,	-66.6656,	99.7333
3.004,	0,	-66.6656,	99.6667
3.005,	3.8147,	-66.6733,	99.6
3.006,	-3.8147,	-66.6656,	99.5333
3.007,	0,	-66.6656,	99.4667
3.008,	3.8147,	-66.6733,	99.4
3.009,	-3.8147,	-66.6656,	99.3333
3.01,	0,	-66.6656,	99.2667
3.011,	0,	-66.6656,	99.2
3.012,	3.8147,	-66.6733,	99.1333
3.013,	-3.8147,	-66.6656,	99.0667
3.014,	0,	-66.6656,	99
3.015,	0,	-66.6656,	98.9333
3.016,	3.8147,	-66.6733,	98.8666
3.017,	-3.8147,	-66.6656,	98.8
3.018,	0,	-66.6656,	98.7333
3.019,	3.8147,	-66.6733,	98.6666
3.02,	-3.8147,	-66.6656,	98.6
3.021,	0,	-66.6656,	98.5333
3.022,	0,	-66.6656,	98.4666
3.023,	3.8147,	-66.6733,	98.4
3.024,	-3.8147,	-66.6656,	98.3333
3.025,	0,	-66.6656,	98.2666
3.026,	3.8147,	-66.6733,	98.2
3.027,	-3.8147,	-66.6656,	98.1333
3.028,	0,	-66.6656,	98.0666
3.029,	0,	-66.6656,	98
3.03,	3.8147,	-66.6733,	97.9333
3.031,	-3.8147,	-66.6656,	97.8666
3.032,	0,	-66.6656,	97.8
3.033,	3.8147,	-66.6733,	97.7333
3.034,	-3.8147,	-66.6656,	97.6666
3.035,	0,	-66.6656,	97.6
3.036,	0,	-66.6656,	97.5333
3.037,	3.8147,	-66.6733,	97.4666
3.038,	-3.8147,	-66.6656,	97.4
3.039,	0,	-66.6656,	97.3333
3.04,	3.8147,	-66.6733,	97.2666
3.041,	-3.8147,	-66.6656,	97.2
3.042,	0,	-66.6656,	97.1333
3.043,	0,	-66.6656,	97.0666
3.044,	3.8147,	-66.6733,	96.9999
3.045,	-3.8147,	-66.6656,	96.9333
3.046,	0,	-66.6656,	96.8666
3.047,	3.8147,	-66.6733,	96.7999
3.048,	-3.8147,	-66.6656,	96.7333
3.049,	0,	-66.6656,	96.6666
3.05,	0,	-66.6656,	96.5999
3.051,	3.8147,	-66.6733,	96.5333
3.052,	-3.8147,	-66.6656,	96.4666
3.053,	0,	-66.6656,	96.3999
3.054,	0,	-66.6656,	96.3333
3.055,	3.8147,	-66.6733,	96.2666
3.056,	-3.8147,	-66.6656,	96.1999
3.057,	0,	-66.6656,	96.1333
3.058,	3.8147,	-66.6733,	96.0666
3.059,	-3.8147,	-66.6656,	95.9999
3.06,	0,	-66.6656,	95.9333
3.061,	0,	-66.6656,	95.8666
3.062,	3.8147,	-66.6733,	95.7999
3.063,	-3.8147,	-66.6656,	95.7333
3.064,	0,	-66.6656,	95.6666
3.065,	3.8147,	-66.6733,	95.5999
3.066,	-3.8147,	-66.6656,	95.5333
3.067,	0,	-66.6656,	95.4666
3.068,	0,	-66.6656,	95.3999
3.069,	3.8147,	-66.6733,	95.3333
3.07,	-3.8147,	-66.6656,	95.2666
3.071,	0,	-66.6656,	95.1999
3.072,	3.8147,	-66.6733,	95.1332
3.073,	-3.8147,	-66.6656,	95.0666
3.074,	0,	-66.6656,	94.9999
3.075,	0,	-66.6656,	94.9333
3.076,	3.8147,	-66.6733,	94.8666
3.077,	-3.8147,	-66.6656,	94.7999
3.078,	0,	-66.6656,	94.7332
3.079,	0,	-66.6656,	94.6666
3.08,	3.8147,	-66.6733,	94.5999
3.081,	-3.8147,	-66.6656,	94.5332
3.082,	0,	-66.6656,	94.4666
3.083,	3.8147,	-66.6733,	94.3999
3.084,	-3.8147,	-66.6656,	94.3332
3.085,	0,	-66.6656,	94.2666
3.086,	0,	-66.6656,	94.1999
3.087,	3.8147,	-66.6733,	94.1332
3.088,	-3.8147,	-66.6656,	94.0666
3.089,	0,	-66.6656,	93.9999
3.09,	3.8147,	-66.6733,	93.9332
3.091,	-3.8147,	-66.6656,	93.8666
3.092,	0,	-66.6656,	93.7999
3.093,	0,	-66.6656,	93.7332
3.094,	3.8147,	-66.6733,	93.6666
3.095,	-3.8147,	-66.6656,	93.5999
3.096,	0,	-66.6656,	93.5332
3.097,	3.8147,	-66.6733,	93.4666
3.098,	-3.8147,	-66.6656,	93.3999
3.099,	0,	-66.6656,	93.3332
3.1,	0,	-66.6656,	93.2666
3.101,	3.8147,	-66.6733,	93.1999
3.102,	-3.8147,	-66.6656,	93.1332
3.103,	0,	-66.6656,	93.0666
3.104,	3.8147,	-66.6733,	92.9999
3.105,	-3.8147,	-66.6656,	92.9332
